findingId,severity,rule,seed,company,quarter,classification,confidence,observation
B_MARKET_CONCENTRATION:sai-train-standard-002:CONSV:T29,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,CONSV,29,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.7%（56/77人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:CONSV:T3,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,CONSV,3,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.0%（6/15人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:CONSV:T30,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,CONSV,30,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.7%（56/77人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:CONSV:T31,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,CONSV,31,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の77.9%（60/77人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:CONSV:T32,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,CONSV,32,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の76.6%（59/77人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:CONSV:T8,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,CONSV,8,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.0%（16/40人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:CONSV:T9,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,CONSV,9,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.0%（16/40人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T10,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,10,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の42.9%（18/42人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T11,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,11,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の49.0%（24/49人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T12,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,12,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の50.0%（28/56人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T13,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,13,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の50.8%（32/63人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T14,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,14,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の52.4%（33/63人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T15,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,15,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の59.4%（38/64人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T16,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,16,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の60.0%（42/70人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T17,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,17,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の58.4%（45/77人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T18,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,18,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の58.4%（45/77人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T19,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,19,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の65.1%（54/83人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T20,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,20,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の65.1%（54/83人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T21,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,21,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の64.3%（54/84人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T22,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,22,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の64.7%（55/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T23,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,23,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の71.8%（61/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T24,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,24,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の69.4%（59/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T25,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,25,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の69.4%（59/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T26,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,26,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の69.4%（59/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T27,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,27,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の74.1%（63/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T28,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,28,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の74.1%（63/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T29,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,29,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.9%（62/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T30,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,30,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.9%（62/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T31,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,31,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の77.6%（66/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T32,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,32,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の77.6%（66/85人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T8,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,8,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.5%（17/42人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:JPQ:T9,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,JPQ,9,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.5%（17/42人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T10,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,10,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.9%（9/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T11,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,11,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の50.0%（11/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T12,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,12,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の50.0%（11/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T13,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,13,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の50.0%（11/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T14,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,14,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の54.5%（12/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T15,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,15,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の59.1%（13/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T16,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,16,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の59.1%（13/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T17,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,17,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の59.1%（13/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T18,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,18,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の59.1%（13/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T19,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,19,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の63.6%（14/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T20,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,20,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の63.6%（14/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T21,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,21,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の63.6%（14/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T22,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,22,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の68.2%（15/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T23,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,23,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.7%（16/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T24,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,24,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の68.2%（15/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T25,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,25,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の68.2%（15/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T26,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,26,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の68.2%（15/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T27,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,27,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.7%（16/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T28,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,28,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.7%（16/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T29,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,29,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.7%（16/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T30,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,30,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.7%（16/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T31,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,31,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の77.3%（17/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T32,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,32,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の77.3%（17/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T7,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,7,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.9%（9/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T8,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,8,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.9%（9/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:MASS:T9,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,MASS,9,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.9%（9/22人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T10,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,10,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の42.9%（18/42人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T11,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,11,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の49.0%（24/49人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T12,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,12,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の50.0%（28/56人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T13,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,13,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の50.0%（28/56人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T14,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,14,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の52.4%（33/63人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T15,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,15,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の58.6%（41/70人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T16,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,16,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の59.7%（46/77人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T17,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,17,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の57.3%（47/82人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T18,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,18,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の58.3%（49/84人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T19,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,19,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の64.3%（54/84人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T20,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,20,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の64.8%（59/91人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T21,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,21,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の63.7%（58/91人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T22,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,22,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の65.3%（62/95人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T23,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,23,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の70.5%（67/95人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T24,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,24,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の69.1%（67/97人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T25,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,25,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の68.7%（68/99人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T26,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,26,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の68.9%（73/106人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T27,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,27,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の73.5%（83/113人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T28,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,28,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の73.0%（84/115人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T29,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,29,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.6%（85/117人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T30,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,30,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.5%（87/120人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T31,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,31,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の77.2%（98/127人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T32,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,32,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の76.7%（99/129人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-002:VAP:T8,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-002,VAP,8,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の40.5%（17/42人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T10,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,10,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の42.9%（27/63人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T11,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,11,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の50.0%（36/72人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T12,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,12,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の51.9%（42/81人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T13,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,13,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の52.2%（47/90人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T14,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,14,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の54.5%（54/99人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T15,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,15,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の60.4%（61/101人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T16,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,16,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の60.0%（63/105人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T17,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,17,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の59.0%（62/105人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T18,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,18,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の59.6%（68/114人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T19,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,19,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の65.8%（75/114人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T20,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,20,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の64.0%（73/114人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T21,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,21,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の63.8%（74/116人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T22,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,22,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の63.3%（76/120人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T23,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,23,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の69.7%（85/122人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T24,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,24,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の68.5%（87/127人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T25,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,25,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の66.4%（85/128人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T26,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,26,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の67.7%（88/130人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T27,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,27,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の72.3%（94/130人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T28,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,28,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の71.8%（94/131人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T29,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,29,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の70.7%（94/133人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T30,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,30,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の70.9%（95/134人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T31,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,31,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の74.6%（100/134人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T32,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,32,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の74.5%（102/137人）を配置している。"
B_MARKET_CONCENTRATION:sai-train-standard-003:BAL:T9,P3,B_STRATEGIC_MARKET_CONCENTRATION,sai-train-standard-003,BAL,9,MANAGEMENT_JUDGMENT_REVIEW,0.4,"市場CNへ営業の41.3%（26/63人）を配置している。"
